ID,gender,age,education,cov_cons,pseudo_info,trust_gov,compliance,,,,Values,
1509,F,19,2,1.444444444,2,4,3.375,,,,,
1510,F,27,4,2.555555556,1,3.2,4,,,,,
1511,F,37,4,2,4,3.6,2.875,,,,,
1512,M,20,2,1.777777778,4.25,2.2,3,,,,,
1513,F,62,2,2.555555556,1,4.6,3.125,,,,,
1514,F,30,2,1.111111111,2,2.6,3.875,,,,,
1515,M,32,5,1.666666667,1.25,2,2.5,,,,,
1516,M,58,4,2,1,2.6,3.5,,,,,
1517,M,46,3,2,3.25,2.8,3.75,,,,,
1518,F,23,3,3.666666667,3.75,2.4,3.125,,,,,
1519,F,41,4,3,3,3,2.375,,,,,
1520,F,32,4,1.333333333,1.25,3.8,2.5,,,,,
1521,M,36,4,2.111111111,1.75,3.6,3.375,,,,,
1522,F,21,2,2.666666667,2.75,3.6,3.625,,,,,
1523,F,31,4,1,1,3.6,3.75,,,,,
1524,F,39,4,2.777777778,1,2.2,3.25,,,,,
1525,F,25,3,4.222222222,3.75,1,2.125,,,,,
1526,F,28,4,4.777777778,3.5,1.4,1.875,,,,,
1527,F,25,3,1.333333333,1.75,3.8,2.75,,,,,
1528,M,41,4,1.888888889,3.5,3.6,3.875,,,,,
1529,M,38,5,1.111111111,1.5,3.6,4,,,,,
1530,F,38,4,1.666666667,3,4,4,,,,,
1531,F,29,3,4.666666667,4.5,1,2.375,,,,,
1532,F,38,4,3.222222222,1.75,4,3.375,,,,,
1533,F,43,4,1,1,3.4,3.25,,,,,
1534,M,39,2,3.444444444,1,3.8,3.75,,,,,
1535,M,38,3,1.444444444,1,2.4,3.5,,,,,
1536,F,40,4,1,1.5,3.2,3.75,,,,,
1537,M,48,5,1.555555556,2.75,1.6,3.375,,,,,
1538,M,45,2,1.555555556,2,2.8,3.625,,,,,
1539,F,36,3,2,1.5,3,3,,,,,
1540,F,35,4,2.333333333,1,2.2,3.75,,,,,
1541,M,40,2,2.666666667,3.25,2.4,3,,,,,
1542,F,31,4,2.222222222,2.5,2.8,1.875,,,,,
1543,F,38,4,2.111111111,2.75,3.2,2.75,,,,,
1544,F,69,3,1.777777778,3.25,3.6,3.625,,,,,
1545,M,32,4,1,1,4.4,3.75,,,,,
1546,M,33,5,2.111111111,1,1.4,1.5,,,,,
1547,NA,28,2,4,4.25,1,2,,,,,
1548,M,22,3,1,1,4.2,4,,,,,
1549,F,59,4,1.888888889,1.25,4.6,3.125,,,,,
1550,M,38,3,2.444444444,2.25,4.4,2.375,,,,,
1551,F,44,4,3.888888889,1,3.8,3.625,,,,,
1552,M,55,3,1.555555556,1,2.6,2.25,,,,,
1553,M,55,6,2.222222222,2.25,2.2,3,,,,,
1554,M,38,3,2.666666667,3,3.6,3,,,,,
1555,F,45,4,2.888888889,4,3,3.875,,,,,
1556,M,36,2,1.666666667,1.25,2.4,3.375,,,,,
1557,M,33,2,3,3.75,3,3.375,,,,,
1558,F,40,4,1.888888889,3.75,3.6,3.75,,,,,
1559,M,46,2,1.222222222,1,2,3.625,,,,,
1560,F,40,2,3.666666667,3.25,3.2,3.5,,,,,
1561,M,25,3,2.333333333,4,2.8,1.5,,,,,
1562,F,22,3,1.222222222,1,4.2,3.25,,,,,
1563,M,34,2,3.333333333,3,2.8,3.625,,,,,
1564,M,60,2,2.444444444,3.5,3.8,2.75,,,,,
1565,F,45,4,1.333333333,2,4,3.125,,,,,
1566,F,38,4,3.888888889,5,1.2,1.625,,,,,
1567,F,41,5,2.555555556,4.25,2.8,2.625,,,,,
1568,F,63,3,3.444444444,3,4.2,4,,,,,
1569,F,23,2,1.444444444,1,4.6,3.625,,,,,
1570,F,43,4,1.444444444,1,3,3.75,,,,,
1571,F,31,5,1.555555556,3.25,4,3.25,,,,,
1572,NA,40,4,3.333333333,3,2.6,3,,,,,
1573,NA,40,4,3.333333333,3,2.6,3,,,,,
1574,M,29,4,3.666666667,3.25,2.4,3,,,,,
1575,F,26,2,4.333333333,4,4.4,3.875,,,,,
1576,F,42,4,4,3.5,2.2,2.375,,,,,
1577,F,43,3,1.444444444,2.75,3.6,4,,,,,
1578,M,42,4,2.777777778,2.5,3.2,2.375,,,,,
1579,M,40,2,2.111111111,2.25,3.2,3.375,,,,,
1580,M,42,4,2.777777778,2.5,3.2,2.375,,,,,
1581,F,44,4,1.666666667,1,2.6,2.625,,,,,
1582,M,31,2,1.666666667,1.25,4,3.625,,,,,
1583,M,31,2,1.666666667,1.25,4,3.625,,,,,
1584,F,32,6,1.222222222,1,2.4,2.5,,,,,
1585,F,23,2,3,1,3.2,2.875,,,,,
1586,F,45,4,1.666666667,3,3.8,3.875,,,,,
1587,M,39,4,1.222222222,3.25,2.8,3.875,,,,,
1588,M,45,4,3.444444444,3.75,1.2,3.625,,,,,
1589,M,41,4,3.555555556,3.75,1,2.25,,,,,
1590,M,48,4,1.666666667,3,4,3.5,,,,,
1591,M,45,4,3.777777778,3.75,1,3,,,,,
1592,F,45,3,1.333333333,1,2.2,2.625,,,,,
1593,M,42,4,1.111111111,3,3.4,3.75,,,,,
1594,M,31,4,1.777777778,1.75,2.8,3,,,,,
1595,F,33,4,1.777777778,1,4,3.875,,,,,
1596,F,65,2,1.555555556,3,3.6,3.875,,,,,
1597,M,38,4,1.111111111,1,3.2,3.625,,,,,
1598,F,39,3,2,1.25,3.6,3.625,,,,,
1599,M,48,2,3.666666667,1,1,3.375,,,,,
1600,F,43,4,4.333333333,4.25,2.2,2.75,,,,,
1601,F,53,5,3,4.25,4.4,3.875,,,,,
1602,F,42,4,1.333333333,3.75,1.2,3.75,,,,,
1603,M,38,5,3.444444444,3,1,3.25,,,,,
1604,F,26,4,1.444444444,1,2.2,2.625,,,,,
1605,F,40,5,1.222222222,1.5,3.4,3.5,,,,,
1606,F,23,3,1.222222222,1.25,3,3.25,,,,,
1607,F,39,5,1.666666667,1,4.8,4,,,,,
1608,F,45,2,1.333333333,2.5,4.8,2.375,,,,,
1609,F,46,4,1.111111111,1.25,3.6,3.75,,,,,
1610,M,40,4,1,1,4.2,4,,,,,
1611,F,45,4,1.666666667,3.25,3.8,3.375,,,,,
1612,F,41,2,1.777777778,1.5,3.4,3.5,,,,,
1613,M,38,4,1.333333333,1,3.6,3.25,,,,,
1614,F,66,3,4.222222222,3.5,1.2,2.875,,,,,
1615,M,33,2,1.222222222,1.75,2.8,3.75,,,,,
1616,F,27,2,1.222222222,1.25,4.4,3.75,,,,,
1617,F,40,6,1.777777778,1.5,2,3.875,,,,,
1618,M,44,2,1.555555556,1.75,1.8,3.875,,,,,
1619,M,35,4,1.222222222,1,3.2,2.625,,,,,
1620,M,35,2,1.666666667,3,2.2,1.875,,,,,
1621,M,37,3,1,1,3.4,2.625,,,,,
1622,F,30,4,1,1,2.4,3.75,,,,,
1623,F,36,4,1.555555556,1,3.6,2.375,,,,,
1624,F,52,6,1.666666667,1,3.8,3.125,,,,,
1625,M,38,4,1.777777778,3,1.6,1.375,,,,,
1626,F,44,5,1.555555556,1,4.2,4,,,,,
1627,F,39,4,1,1,2,3.75,,,,,
1628,M,46,4,2.444444444,2.5,1.4,3.625,,,,,
1629,F,35,2,4.666666667,4.5,1,1.875,,,,,
1630,F,59,4,1,1,3,4,,,,,
1631,F,32,4,1,1,1.8,3.5,,,,,
1632,M,55,2,2.111111111,2,4,3.25,,,,,
1633,M,57,2,1.444444444,1,2.8,3.75,,,,,
1634,M,44,5,1.333333333,1,3.8,4,,,,,
1635,F,60,4,1.111111111,1.25,4.2,4,,,,,
1636,F,53,4,2,1.25,1,1.375,,,,,
1637,F,57,3,1,1,4.8,3.75,,,,,
1638,F,48,3,1.222222222,1,4,3.875,,,,,
1639,F,60,3,2.777777778,1.75,1.8,3,,,,,
1640,M,31,2,1.444444444,2.5,3.2,2.625,,,,,
1641,F,44,4,1.333333333,1.5,3.4,3.75,,,,,
1642,F,30,4,1.444444444,1,3.8,4,,,,,
1643,F,46,4,1.444444444,1,3.2,3.875,,,,,
1644,M,29,4,1.777777778,3.25,2.4,4,,,,,
1645,M,36,4,3,3.75,4.6,3.5,,,,,
1646,M,29,4,1.777777778,3.25,2.4,4,,,,,
1647,M,45,4,1.333333333,1,3.4,4,,,,,
1648,F,53,2,1.222222222,1,3.6,3.25,,,,,
1649,M,57,2,1.666666667,1,3.8,3.875,,,,,
1650,M,38,2,3,3.5,2.6,3.875,,,,,
1651,F,49,2,1.111111111,1,3.8,3.75,,,,,
1652,F,60,2,3.333333333,1.5,2,3.75,,,,,
1653,M,35,3,4.777777778,4.25,1,1,,,,,
1654,M,26,2,1.666666667,3,3,3.875,,,,,
1655,F,47,4,1.333333333,1,3,3,,,,,
1656,F,48,2,1.222222222,1.5,2.8,3.125,,,,,
1657,F,28,4,1.222222222,1.5,3,3.375,,,,,
1658,M,26,4,4.222222222,1.25,1.8,2,,,,,
1659,F,33,4,1.333333333,2.25,3.8,3.5,,,,,
1660,M,26,4,2.222222222,1,1.2,2.25,,,,,
1661,M,48,2,1,1,3.6,3.875,,,,,
1662,M,40,6,1.222222222,1,1.2,3.375,,,,,
1663,M,50,4,2.888888889,2.75,1.6,3.375,,,,,
1664,M,39,2,2,1.5,1.4,2.625,,,,,
1665,F,27,4,1.444444444,1.5,4.2,3.125,,,,,
1666,F,39,2,2.777777778,1,1,3.625,,,,,
1667,F,40,4,2.222222222,2.25,4,4,,,,,
1668,M,68,2,2,3.5,1.8,3.875,,,,,
1669,M,51,3,3.777777778,1.75,1,1.75,,,,,
1670,M,59,3,3.444444444,2.5,1.2,1.625,,,,,
1671,M,43,6,1,1,2.6,4,,,,,
1672,F,42,3,1.666666667,1.25,3.2,2.875,,,,,
1673,F,50,4,1.111111111,1,3.6,3.625,,,,,
1674,M,34,2,1.111111111,1,3.8,3.375,,,,,
1675,F,24,4,1,1,1.8,4,,,,,
1676,M,62,4,1.333333333,1,4.6,3.875,,,,,
1677,F,20,2,1.888888889,1,3,2.75,,,,,
1678,F,40,3,1.333333333,1,3.8,3.625,,,,,
1679,M,49,4,1.444444444,2.25,3.4,3.875,,,,,
1680,F,56,3,1.555555556,1.25,1,4,,,,,
1681,M,45,2,1.444444444,1.75,3.4,3.75,,,,,
1682,F,40,4,1.333333333,1,2.4,2.875,,,,,
1683,F,49,6,1.888888889,3.75,4.8,4,,,,,
1684,F,33,4,1,1,2.6,4,,,,,
1685,M,61,4,2,3,3.4,3.375,,,,,
1686,M,39,2,2.111111111,1.5,1.2,1.625,,,,,
1687,F,50,6,1.222222222,1,3,2.875,,,,,
1688,F,50,2,1.111111111,3.25,5,3.875,,,,,
1689,M,35,3,1.333333333,1.5,3.6,3.125,,,,,
1690,M,32,2,2.777777778,3,3.2,2,,,,,
1691,M,33,4,1.777777778,2,3.4,2.625,,,,,
1692,F,66,4,1,1,3.4,3.25,,,,,
1693,M,57,6,2.333333333,1.75,2.8,3.75,,,,,
1694,NA,40,5,1.222222222,1,2.8,2.125,,,,,
1695,M,60,4,1.555555556,1,2.4,3.375,,,,,
1696,M,63,2,3.111111111,2.75,2.8,1.625,,,,,
1697,M,52,4,1.777777778,3,3.4,3.875,,,,,
1698,F,29,5,1.333333333,2,4.6,4,,,,,
1699,F,67,4,3,3,3.4,3.5,,,,,
1700,M,52,5,1.111111111,1.75,4.4,3.75,,,,,
1701,M,53,5,1.333333333,2.5,4.6,3.5,,,,,
1702,F,26,3,1.222222222,1,3.8,3.875,,,,,
1703,F,47,4,1.333333333,2.5,3.4,3.5,,,,,
1704,M,27,5,1.777777778,2,2.2,3.625,,,,,
1705,F,35,4,2.555555556,2.5,1.8,3.75,,,,,
1706,M,26,2,1.777777778,1.75,3,3.125,,,,,
1707,M,52,4,1.111111111,1.5,3.6,2.25,,,,,
1708,M,30,6,1.111111111,1,3.2,2.375,,,,,
1709,F,63,5,1.222222222,3,3.6,3.375,,,,,
1710,M,40,2,3.444444444,3.25,2.6,3.25,,,,,
1711,M,40,2,1,1,3.2,3.5,,,,,
1712,M,60,4,1.444444444,1,3.8,4,,,,,
1713,F,52,2,1.444444444,1,4.2,3.875,,,,,
1714,F,34,6,1.555555556,1,2.8,3.625,,,,,
1715,F,60,2,1.222222222,1.25,4,3.5,,,,,
1716,F,25,3,1.333333333,1.25,3.2,3.625,,,,,
1717,F,30,4,1.444444444,1.25,3.8,3.375,,,,,
1718,M,62,4,1.444444444,1,2.2,3.5,,,,,
1719,F,35,4,1,1,4.6,3.125,,,,,
1720,M,72,2,3.333333333,2,2.2,2.375,,,,,
1721,F,41,4,1.222222222,3,3.4,3.125,,,,,
1722,F,32,2,1,1.25,1.8,4,,,,,
1723,F,69,2,1.666666667,2.5,4,4,,,,,
1724,M,40,2,1.888888889,1.75,4,2.875,,,,,
1725,M,32,5,1.222222222,1,4,4,,,,,
1726,M,30,2,3,2.5,2.6,2.125,,,,,
1727,M,60,3,2.666666667,1.25,3.4,3.25,,,,,
1728,M,48,2,1.888888889,2,3.4,3.25,,,,,
1729,M,40,4,1.444444444,1,2.8,3.625,,,,,
1730,F,41,3,1.444444444,2.75,3.8,3.875,,,,,
1731,F,28,4,1.444444444,1,5,3.875,,,,,
1732,F,32,4,1.222222222,1.25,3.8,4,,,,,
1733,F,42,4,1,1,4,3.5,,,,,
1734,M,61,4,1.444444444,3,1.2,3.875,,,,,
1735,F,40,3,3.888888889,4.25,1.2,3.625,,,,,
1736,F,45,2,1.111111111,1,3.4,4,,,,,
1737,M,68,4,1.111111111,2.25,3.4,4,,,,,
1738,M,51,2,3.111111111,1.75,3.8,4,,,,,
1739,M,30,5,1.888888889,1,3.4,3.5,,,,,
1740,F,27,4,1.666666667,1.75,3.8,3.75,,,,,
1741,M,30,4,1,1,2.8,3.125,,,,,
1742,F,29,2,2.888888889,3,3,2.25,,,,,
1743,F,39,2,1,1,3.4,3.875,,,,,
1744,M,38,4,3.444444444,3,2.8,3,,,,,
1745,M,48,2,4.222222222,3.5,2.4,2.375,,,,,
1746,M,42,4,1.777777778,1,4.4,3.625,,,,,
1747,M,48,2,1.333333333,3.25,3.2,3.75,,,,,
1748,M,23,3,3.444444444,3.25,1.2,1.625,,,,,
1749,M,32,4,2.888888889,1.75,1,2.375,,,,,
1750,F,29,3,1.444444444,1.5,3.8,3.375,,,,,
1751,M,46,4,3.555555556,2.75,1.8,3.25,,,,,
1752,M,54,2,1.111111111,1,2.8,2.75,,,,,
1753,M,23,3,2.111111111,3,3.4,3,,,,,
1754,M,52,2,3.111111111,1.75,1.4,1.375,,,,,
1755,F,47,2,3.444444444,3.25,2.2,2.75,,,,,
1756,M,54,2,1,1.5,4.2,3.5,,,,,
1757,NA,44,5,4.333333333,4,1.8,1.125,,,,,
1758,M,60,6,2.333333333,4,2.2,2.25,,,,,
1759,M,51,6,3.222222222,1,1,2.5,,,,,
1760,M,50,6,3.111111111,3.75,1,1,,,,,
1761,M,28,5,3.888888889,3.25,2.2,2.5,,,,,
1762,M,36,3,1.777777778,1,3.6,3.875,,,,,
1763,F,42,4,1.111111111,1,3.8,3.375,,,,,
1764,F,38,2,1.777777778,1.5,4,2.875,,,,,
1765,M,21,2,1.555555556,1.5,4.2,3.25,,,,,
1766,M,50,3,2.666666667,3,3.4,2.375,,,,,
1767,M,70,4,1.222222222,1.5,2,3.5,,,,,
1768,F,34,4,3.777777778,2,2,4,,,,,
1769,M,39,3,1.111111111,2.75,3.8,3.125,,,,,
1770,M,51,5,1.444444444,1,3,3.75,,,,,
1771,F,36,6,1.666666667,1,5,4,,,,,
1772,F,65,2,2.444444444,2.75,2.4,4,,,,,
1773,F,43,4,2.333333333,3.5,3.6,4,,,,,
1774,M,45,2,2.111111111,1.5,1.2,3.625,,,,,
1775,F,40,4,2.111111111,2.75,2.4,3,,,,,
1776,F,37,3,2.333333333,2.25,3.4,2.5,,,,,
1777,F,29,5,1,2,5,3.75,,,,,
1778,F,29,5,1,2,5,3.75,,,,,
1779,F,30,3,3.222222222,1,1.8,2.5,,,,,
1780,F,53,2,1.111111111,1.5,4.6,4,,,,,
1781,F,42,4,1.222222222,2,4,4,,,,,
1782,F,47,4,1.222222222,1,4.8,3.75,,,,,
1783,M,45,4,1.444444444,1.25,3.4,3.75,,,,,
1784,M,44,2,3.333333333,1,1.8,2,,,,,
1785,M,41,4,2.777777778,3.25,1,2.125,,,,,
1786,M,36,2,1.444444444,3,3.4,3.5,,,,,
1787,M,43,2,1.222222222,1.25,3.8,3.375,,,,,
1788,F,50,4,1.111111111,1.5,4,4,,,,,
1789,F,30,4,2,3.5,3.2,4,,,,,
1790,F,67,6,1.888888889,1,3.6,4,,,,,
1791,F,40,4,1.555555556,1,2.4,3.625,,,,,
1792,F,40,4,1.111111111,1,2.6,3.75,,,,,
1793,M,67,2,1.666666667,1,4,3.625,,,,,
1794,F,46,3,1.333333333,2.5,4.4,3.375,,,,,
1795,F,67,4,1.222222222,1,3.4,3.625,,,,,
1796,F,26,2,1,2.5,3.2,3.875,,,,,
1797,F,45,2,4.111111111,3,4.2,3.75,,,,,
1798,M,42,4,1.222222222,2.75,3.8,3.25,,,,,
1799,M,49,5,1.888888889,3,3.4,2.875,,,,,
1800,F,46,3,1.555555556,3.25,3.2,3.375,,,,,
1801,F,37,4,1,1,3.8,4,,,,,
1802,NA,34,6,3.777777778,1.5,1.2,2,,,,,
1803,F,32,4,2,2.25,3.8,3.875,,,,,
1804,M,67,5,1.222222222,2,3.2,3.875,,,,,
1805,M,68,3,3.222222222,3,1,3.125,,,,,
1806,F,29,4,1.222222222,1,4.2,4,,,,,
1807,M,27,4,2,2.75,4.4,4,,,,,
1808,M,44,1,1.888888889,2.25,1.2,2.125,,,,,
1809,M,31,4,1,3.5,4.4,3.5,,,,,
1810,F,20,2,1.444444444,2,4.4,4,,,,,
1811,M,32,2,1,1,3.6,2.875,,,,,
1812,M,40,2,3.555555556,2.5,3.4,1.875,,,,,
1813,F,19,2,4.777777778,2,1,1.75,,,,,
1814,F,52,5,1.888888889,3.25,2.6,3.5,,,,,
1815,M,24,2,3.666666667,3.75,2.8,2.125,,,,,
1816,F,29,2,2.222222222,3,2.8,2.625,,,,,
1817,F,46,5,1.666666667,1,3,3.625,,,,,
1818,M,47,2,1,1,3.8,3.875,,,,,
1819,M,53,4,1.222222222,1,3,2,,,,,
1820,M,34,2,2.222222222,2,3.4,3.75,,,,,
1821,F,62,2,1,1,3.4,3.625,,,,,
1822,M,26,2,2,1.5,3.2,2.625,,,,,
1823,M,37,2,1.111111111,1.25,3.8,3.375,,,,,
1824,M,50,6,1.333333333,1,4.2,3.125,,,,,
1825,M,47,4,2.777777778,2.5,2,2.125,,,,,
1826,M,31,2,2.444444444,3,3,1.75,,,,,
1827,F,52,6,1.666666667,1,3.8,3.125,,,,,
1828,M,23,3,2.666666667,3.75,3.2,2.5,,,,,
1829,F,55,4,1.111111111,2,5,4,,,,,
1830,M,38,3,4.555555556,4.5,1.8,1.25,,,,,
1831,M,44,4,3,2.75,1.6,2,,,,,
1832,M,31,4,1,1,3,2.75,,,,,
1833,F,33,2,1.222222222,3,3.4,3.625,,,,,
1834,M,39,4,1.222222222,1,4,4,,,,,
1835,F,38,4,1.777777778,1,3.2,3.125,,,,,
1836,M,23,2,4,3.75,1.8,2.125,,,,,
1837,F,40,3,1.333333333,1.75,3.6,3.75,,,,,
1838,M,32,4,1.444444444,2.5,3.2,3.5,,,,,
1839,M,32,4,1.444444444,2.5,3.2,3.5,,,,,
1840,F,33,2,1,1,2.4,2.875,,,,,
1841,M,51,2,1.555555556,2,3,3,,,,,
1842,M,48,2,1.333333333,1.5,4.6,3.875,,,,,
1843,M,17,2,1.111111111,1.5,4.8,3.25,,,,,
1844,F,35,2,1.777777778,3.5,4,3,,,,,
1845,F,35,2,1.777777778,3.5,4,3,,,,,
1846,F,62,3,1.666666667,2.75,2.6,2.875,,,,,
1847,F,70,3,1,1,4.4,3.625,,,,,
1848,M,46,4,1,1,2.2,3.75,,,,,
1849,M,49,4,3.222222222,1,2,3,,,,,
1850,NA,55,3,2.444444444,4,3.6,3.125,,,,,
1851,F,36,3,3.888888889,3.5,3.2,3.625,,,,,
1852,F,24,2,1.111111111,3.25,4.6,4,,,,,
1853,M,34,4,1.222222222,1,3.8,3.875,,,,,
1854,F,38,4,1,2,3.6,3.5,,,,,
1855,F,42,4,1.111111111,1,4,3.625,,,,,
1856,M,50,4,1.333333333,1,3.8,3.875,,,,,
1857,F,44,4,1.333333333,1,4.6,3.875,,,,,
1858,M,29,5,3.666666667,1,2.2,2.5,,,,,
1859,M,55,4,1.555555556,1.75,2,3.75,,,,,
1860,M,41,4,4.222222222,3.5,1,1.5,,,,,
1861,F,37,2,1.222222222,1.5,4.6,3.25,,,,,
1862,M,30,3,2.666666667,1.5,3.8,3.875,,,,,
1863,F,44,4,1,1,3,4,,,,,
1864,M,30,4,1.222222222,1.25,3.2,3.625,,,,,
1865,M,34,3,1.777777778,1,1.4,3.75,,,,,
1866,M,38,5,1.111111111,1,3.6,3.375,,,,,
1867,M,57,4,1.333333333,2.25,3.6,4,,,,,
1868,M,39,5,1.333333333,1,4.4,3.5,,,,,
1869,F,37,4,1.111111111,1.75,3.4,4,,,,,
1870,M,28,4,1.444444444,3,3.6,2.875,,,,,
1871,M,24,2,4.111111111,5,1.6,1.5,,,,,
1872,M,30,6,1,1,4.2,3.5,,,,,
1873,M,53,4,3.444444444,2.75,3.8,2.625,,,,,
1874,F,39,4,1.333333333,1,2.6,4,,,,,
1875,M,45,2,5,3.75,1.8,1.25,,,,,
1876,M,47,4,1.777777778,1,4,3.5,,,,,
1877,F,46,5,1.111111111,1,3.2,3.75,,,,,
1878,F,50,2,1.222222222,1,4,4,,,,,
1879,M,52,2,1.333333333,2.5,3.4,2.75,,,,,
1880,M,36,3,1.777777778,1,3.6,3.875,,,,,
1881,M,56,6,1,1,2.2,3.875,,,,,
1882,F,47,4,3.777777778,3.25,2.2,2.375,,,,,
